MMAF_CODE,MMSI,COLCT_DT,LATITUDE,LONGITUDE,LANTERN_STATUS,RACON_STATUS,DATALOGGER_STATUS,SPARE_STATUS,MAIN_VOLT_STATUS,SOLAR_VOLT_STATUS,BATTERY_VOLT_STATUS,SPARE_VOLT_STATUS,AIS_CURR_STATUS,LANTERN_CURR_STATUS,DATALOGGER_CURR_STATUS,CHARGER_CURR_STATUS,DISCHARGER_CURR_STATUS
105,994401017,2.0181E+13,36.92866667,125.787,0,2,2,0,0,0,0,0,0.09,0,0.07,0,
105,994401034,2.0181E+13,37.05953333,126.0736,1,2,2,0,14.1,0,14.1,0,0.1,0.16,0,,0.93
105,994402877,2.0181E+13,37.04555556,126.343625,1,,2,0,12.3,0,12.4,0,0,0,0,,0.4
105,994402877,2.0181E+13,37.04555556,126.343625,1,,2,0,12.3,0,12.4,0,0,0,0,,0.4
105,994402886,2.0181E+13,0,0,1,,2,0,12.1,0,12.7,0,0,0,0,,2.2
105,994402690,2.0181E+13,36.77322222,125.9746111,1,,2,0,12.7,0,12.7,0,0,0,0,0,
105,994402887,2.0181E+13,36.88477778,126.1777222,1,,2,0,12.1,0,12.9,0,0,0,0,,0.5
105,994402983,2.0181E+13,35.39026667,126.4030667,1,2,2,0,12.3,12.4,12.4,0,0.3,0.37,0,0.02,
105,994402887,2.0181E+13,36.88477778,126.1777222,1,,2,0,12.1,0,12.9,0,0,0,0,,0.5
105,994401038,2.0181E+13,37.32853333,126.3915833,1,2,2,0,13.2,0,13.2,0,0.06,0.16,0,,0.99
105,994402861,2.0181E+13,37.03472222,126.3826389,1,,2,0,12.4,0,12.5,0,0,0,0,0,
105,994402887,2.0181E+13,36.88477778,126.1777222,1,,2,0,12.1,0,12.9,0,0,0,0,,0.5
105,994402887,2.0181E+13,36.88477778,126.1777222,1,,2,0,12.1,0,12.9,0,0,0,0,,0.5
105,994402861,2.0181E+13,37.03472222,126.3826389,1,,2,0,12.4,0,12.5,0,0,0,0,0,
105,994402861,2.0181E+13,37.03472222,126.3826389,1,,2,0,12.4,0,12.5,0,0,0,0,0,
105,994401038,2.0181E+13,37.32853333,126.3915833,1,2,2,0,13.2,0,13.2,0,0.06,0.16,0,,0.99
105,994401038,2.0181E+13,37.32853333,126.3915833,1,2,2,0,13.2,0,13.2,0,0.06,0.16,0,,0.99
105,994401035,2.0181E+13,0,0,1,,2,0,12.9,25.5,25.5,0,0,0,0,,2.37
105,994401028,2.0181E+13,0,0,0,,2,0,12.1,0,12.9,0,0,0,0,,0.4
