,MMAF_CODE,MMSI,COLCT_DT,REG_ANS,COMM_TYPE,LATITUDE,LONGITUDE,INSTALL_DT,LANTERN_STATUS,RACON_STATUS,BATTERY_STATUS,CHARGER_STATUS,SOLAR_STATUS,DATALOGGER_STATUS,SPARE_STATUS,MAIN_VOLT_STATUS,SUB_VOLT_STATUS,SOLAR_VOLT_STATUS,WIND_VOLT_STATUS,WAVE_VOLT_STATUS,CHARGER_VOLT_STATUS,BATTERY_VOLT_STATUS,SPARE_VOLT_STATUS,AIS_CURR_STATUS,LANTERN_CURR_STATUS,DATALOGGER_CURR_STATUS,SPARE_CURR_STATUS,WIND_SPEED_STATUS,WIND_DIRECT_STATUS,AIR_TEMPER_STATUS,HUMIDITY_STATUS,DEW_POINT_STATUS,AIR_PRESSURE_STATUS,HORIZON_VISIBL_STATUS,WATER_LEVEL_STATUS,CURRENT1_STATUS,CURRENT2_STATUS,CURRENT3_STATUS,WAVE_HEIGHT_STATUS,WAVE_DRC_STATUS,SWELL_HEIGHT_STATUS,SWELL_DRC_STATUS,WATER_TEMPER_STATUS,PRECIPI_TYPE_STATUS,SALINITY_STATUS,ICE_STATUS,HEAT_PROSTR_STATUS,HELIOGRAPH_STATUS,OXYGEN_STATUS,OXYGEN_SATUR_STATUS,PH_STATUS,CHLOROPHYLL_STATUS,MUDDINESS_STATUS,PRECIPI_STATUS,CHARGER_CURR_STATUS,DISCHARGER_CURR_STATUS,VTS_ID,BASESTATION_ID,REGIST_USER_NO,REGIST_DT,UPDT_USER_NO,UPDT_DT
1,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
3,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
4,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
5,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
6,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
7,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
8,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
9,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
10,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
11,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
12,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
13,110,994403586,2.02E+13,,,37.05815,129.4289667,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
14,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
15,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
16,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
17,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
18,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
19,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
20,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
21,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
22,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
23,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
24,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
25,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
26,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
27,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
28,110,994403586,2.02E+13,,,37.05815,129.4289667,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
29,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
30,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
31,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
32,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
33,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
34,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
35,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
36,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
37,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
38,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
39,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
40,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
41,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
42,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
43,110,994403586,2.02E+13,,,37.05815,129.4289667,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
44,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
45,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
46,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
47,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
48,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
49,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
