,MMAF_CODE,MMSI,COLCT_DT,REG_ANS,COMM_TYPE,LATITUDE,LONGITUDE,INSTALL_DT,LANTERN_STATUS,RACON_STATUS,BATTERY_STATUS,CHARGER_STATUS,SOLAR_STATUS,DATALOGGER_STATUS,SPARE_STATUS,MAIN_VOLT_STATUS,SUB_VOLT_STATUS,SOLAR_VOLT_STATUS,WIND_VOLT_STATUS,WAVE_VOLT_STATUS,CHARGER_VOLT_STATUS,BATTERY_VOLT_STATUS,SPARE_VOLT_STATUS,AIS_CURR_STATUS,LANTERN_CURR_STATUS,DATALOGGER_CURR_STATUS,SPARE_CURR_STATUS,WIND_SPEED_STATUS,WIND_DIRECT_STATUS,AIR_TEMPER_STATUS,HUMIDITY_STATUS,DEW_POINT_STATUS,AIR_PRESSURE_STATUS,HORIZON_VISIBL_STATUS,WATER_LEVEL_STATUS,CURRENT1_STATUS,CURRENT2_STATUS,CURRENT3_STATUS,WAVE_HEIGHT_STATUS,WAVE_DRC_STATUS,SWELL_HEIGHT_STATUS,SWELL_DRC_STATUS,WATER_TEMPER_STATUS,PRECIPI_TYPE_STATUS,SALINITY_STATUS,ICE_STATUS,HEAT_PROSTR_STATUS,HELIOGRAPH_STATUS,OXYGEN_STATUS,OXYGEN_SATUR_STATUS,PH_STATUS,CHLOROPHYLL_STATUS,MUDDINESS_STATUS,PRECIPI_STATUS,CHARGER_CURR_STATUS,DISCHARGER_CURR_STATUS,VTS_ID,BASESTATION_ID,REGIST_USER_NO,REGIST_DT,UPDT_USER_NO,UPDT_DT
2713226,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2713220,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2713203,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2713025,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2712288.063,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2712104.669,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2711921.275,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2711737.881,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2711554.487,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2711371.093,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2711187.699,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2711004.305,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2710820.911,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2710637.517,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2710454.123,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2710270.729,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2710087.335,110,994403586,2.02E+13,,,37.05815,129.4289667,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2709903.941,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2709720.547,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2709537.153,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2709353.759,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2709170.365,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2708986.971,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2708803.577,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2708620.183,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2708436.789,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2708253.395,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2708070.002,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2707886.608,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2707703.214,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2707519.82,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2707336.426,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2707153.032,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2706969.638,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2706786.244,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2706602.85,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2706419.456,110,994403586,2.02E+13,,,37.05815,129.4289667,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2706236.062,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2706052.668,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2705869.274,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2705685.88,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2705502.486,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2705319.092,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2705135.698,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2704952.304,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2704768.91,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2704585.516,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2704402.122,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2704218.728,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2704035.334,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2703851.94,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2703668.546,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2703485.152,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2703301.758,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2703118.364,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2702934.97,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2702751.576,110,994403586,2.02E+13,,,37.05815,129.4289667,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2702568.182,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2702384.788,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2702201.394,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2702018,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2701834.606,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2701651.212,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2701467.818,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2701284.424,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2701101.03,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2700917.636,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2700734.242,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2700550.848,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2700367.454,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2700184.06,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2700000.666,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2699817.272,110,994403586,2.02E+13,,,37.05818333,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2699633.878,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2699450.484,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2699267.09,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2699083.696,110,994403586,2.02E+13,,,37.05815,129.4289667,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,
2698900.302,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2698716.908,110,994403586,2.02E+13,,,37.05815,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2698533.514,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2698350.12,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2698166.726,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2697983.332,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
2697799.938,110,994403586,2.02E+13,,,37.05816667,129.42895,,0,0,0,1,0,0,0,11.9,,0,,,,0,0,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0,,,,,,
